Date	Open	High	Low	Close	Volume	Vol2	MA1	MA2	MA3	MA4	MA5	MA6
2014/10/17	2447.8000	2453.0000	2417.2000	2438.0000	95434.00	69775908864	0	2446.52	2456.94	2439.53	2432.16	2377.66	2263.612
2014/10/20	2454.8000	2459.6001	2442.2000	2453.8000	641808.00	472426741760	123535	2446.4	2456.8	2440.57	2435.567	2382.433	2265.822
2014/10/21	2453.6001	2463.8000	2436.2000	2439.3999	747899.00	549699878912	128575	2446.56	2455.42	2442.83	2438.56	2387.133	2267.942
2014/10/22	2442.8000	2453.2000	2426.2000	2428.6001	705278.00	516224876544	132085	2441.28	2449.92	2444.16	2439.867	2391.17	2269.987
2014/10/23	2426.6001	2436.6001	2402.6001	2405.6001	814216.00	590850686976	130542	2433.08	2442.98	2444.15	2439.667	2394.753	2271.93
2014/10/24	2408.0000	2413.6001	2396.0000	2396.6001	616341.00	444908077056	133232	2424.8	2435.66	2443.01	2438.033	2397.357	2274.038
2014/10/27	2391.0000	2391.8000	2368.2000	2381.0000	706590.00	504419352576	137962	2410.24	2428.32	2442.6	2435.06	2399.13	2275.873
2014/10/28	2383.0000	2428.3999	2383.0000	2425.8000	737404.00	531505905664	135407	2407.52	2427.04	2443.7	2434	2400.62	2278.197
2014/10/29	2429.3999	2471.6001	2423.8000	2457.6001	872767.00	640100794368	129242	2413.32	2427.3	2443.16	2434.54	2402.657	2280.705
2014/10/30	2460.0000	2473.6001	2452.2000	2469.6001	843691.00	622934097920	129200	2426.12	2429.6	2443.91	2436.26	2405.003	2283.412
2014/10/31	2474.0000	2525.0000	2471.0000	2523.2000	1110664.00	832184123392	133124	2451.44	2438.12	2447.53	2439.06	2407.543	2286.638
2014/11/03	2524.8000	2529.6001	2508.2000	2511.2000	675518.00	510817042432	134828	2477.48	2443.86	2450.33	2441.667	2410.353	2289.753
2014/11/04	2510.2000	2518.0000	2504.8000	2511.0000	632316.00	476398518272	130568	2494.52	2451.02	2453.22	2445.56	2412.43	2292.862
2014/11/05	2512.2000	2524.6001	2500.2000	2515.2000	746368.00	562202148864	129085	2506.04	2459.68	2454.8	2449.333	2414.883	2295.665
2014/11/06	2518.0000	2521.0000	2488.6001	2517.2000	829996.00	624167354368	135737	2515.56	2470.84	2456.91	2453.047	2417.47	2298.587
2014/11/07	2520.0000	2549.8000	2486.6001	2496.3999	1180315.00	892026617856	124551	2510.2	2480.82	2458.24	2455.613	2420.17	2301.343
2014/11/10	2520.6001	2568.8000	2508.2000	2564.8000	1079730.00	820936507392	123543	2520.92	2499.2	2463.76	2461.467	2423.94	2304.822
2014/11/11	2566.8000	2591.6001	2532.0000	2549.3999	1328659.00	1022237081600	117440	2528.6	2511.56	2469.3	2466.32	2427.097	2308.215
2014/11/12	2551.0000	2590.8000	2543.6001	2584.2000	968069.00	743768522752	113570	2542.4	2524.22	2475.76	2470.18	2430.737	2312.253
2014/11/13	2584.0000	2588.8000	2561.0000	2570.8000	1018479.00	786554880000	102532	2553.12	2534.34	2481.97	2474.053	2434.27	2316.182
2014/11/14	2568.8000	2578.2000	2548.8000	2578.2000	868800.00	668519694336	94735	2569.48	2539.84	2488.98	2478.3	2438.313	2320.007
2014/11/17	2601.2000	2613.3999	2559.6001	2567.0000	998777.00	773622792192	86403	2569.92	2545.42	2494.64	2482.027	2441.76	2323.78
2014/11/18	2569.0000	2570.3999	2535.6001	2545.0000	675994.00	517226102784	81238	2569.04	2548.82	2499.92	2485.087	2444.573	2327.128
2014/11/19	2541.8000	2551.0000	2531.2000	2533.6001	392169.00	299002691584	47001	2558.92	2550.66	2505.17	2486.753	2447.227	2330.34
2014/11/20	2529.8000	2544.2000	2518.6001	2543.3999	181200.00	137647423488	21969	2553.44	2553.28	2512.06	2489.033	2450.21	2333.683
2014/11/21	2540.0000	2566.2000	2530.3999	2566.0000	75443.00	57649823744	0	2551	2560.24	2520.53	2492.24	2453.73	2336.952
2014/11/24	2621.0000	2697.3999	2616.6001	2674.3999	1312102.00	1046770876416	175868	2572.48	2571.2	2535.2	2499.573	2458.767	2341.293
2014/11/25	2680.0000	2727.3999	2670.0000	2724.3999	1024900.00	828033400832	179733	2608.36	2588.7	2550.13	2509.1	2465.04	2346.098
2014/11/26	2724.6001	2750.6001	2713.3999	2745.6001	1244011.00	1019918942208	178527	2650.76	2604.84	2564.53	2518.787	2471.84	2351.152
2014/11/27	2747.3999	2767.3999	2728.0000	2754.8000	1123763.00	925670965248	174978	2693.04	2623.24	2578.79	2529.06	2478.82	2356.398
2014/11/28	2754.0000	2826.0000	2741.8000	2826.0000	1230047.00	1021395337216	169616	2745.04	2648.02	2593.93	2541.993	2487.077	2362.035
2014/12/01	2820.0000	2843.2000	2797.0000	2809.2000	1141574.00	965943689216	166358	2772	2672.24	2608.83	2553.84	2494.703	2367.732
2014/12/02	2807.3999	2988.0000	2805.6001	2936.0000	1843418.00	1595677343744	163194	2814.32	2711.34	2630.08	2570.393	2504.477	2374.463
2014/12/03	2946.0000	3062.0000	2942.0000	2996.2000	2127834.00	1917831741440	163644	2864.44	2757.6	2654.13	2589.313	2514.59	2381.452
2014/12/04	3002.2000	3198.6001	3002.0000	3195.8000	1966443.00	1821977870336	166738	2952.64	2822.84	2688.06	2615.653	2527.66	2390.157
2014/12/05	3210.0000	3259.2000	3107.0000	3147.8000	1285836.00	1228057739264	179999	3017	2881.02	2720.63	2640.693	2539.363	2398.468
