Date	Open	High	Low	Close	Volume	Vol2	MA1	MA2	MA3	MA4	MA5	MA6
2014/01/09	5216.86	5308.70	5165.93	5182.59	2914439.00	5265029632	5234.158	5305.749	5351.586	5430.326	5517.168	5543.67
2014/01/10	5154.08	5225.53	5153.39	5197.17	2338935.00	4416819200	5203.61	5295.826	5333.459	5415.888	5505.293	5539.569
2014/01/13	5206.93	5251.85	5183.08	5199.09	2225785.00	4585139200	5205.91	5279.094	5316.488	5401.656	5492.932	5536.636
2014/01/14	5200.66	5274.05	5185.98	5259.88	2487611.00	4673213440	5215.974	5268.187	5307.811	5396.338	5478.136	5534.658
2014/01/15	5246.75	5261.87	5196.60	5235.07	2167951.00	3850421760	5214.76	5246.756	5299.29	5386.597	5463.959	5533.691
2014/01/16	5232.81	5270.97	5227.91	5257.08	2173990.00	4624367616	5229.658	5231.908	5292.185	5374.262	5453.295	5532.665
2014/01/17	5239.43	5241.39	5115.33	5123.44	2279258.00	4193068544	5214.912	5209.261	5280.965	5357.955	5441.583	5529.451
2014/01/20	5124.95	5174.86	5068.85	5103.39	2431845.00	4646549504	5195.772	5200.841	5270	5340.984	5432.196	5526.143
2014/01/21	5086.88	5144.83	5086.88	5115.72	1957765.00	3633515776	5166.94	5191.457	5260.656	5323.904	5423.983	5522.646
2014/01/22	5119.04	5268.28	5116.75	5268.06	3294558.00	6335176192	5173.538	5194.149	5258.579	5312.079	5419.203	5520.97
2014/01/23	5293.07	5332.98	5254.07	5264.55	3178810.00	5926053376	5175.032	5202.345	5254.047	5301.839	5413.354	5520.086
2014/01/24	5255.46	5293.04	5244.41	5279.69	3059390.00	5262577664	5206.282	5210.597	5253.211	5292.505	5410.319	5519.25
2014/01/27	5254.31	5264.76	5208.19	5224.45	3679960.00	6995256320	5230.494	5213.133	5246.113	5282.036	5406.734	5518.451
2014/01/28	5213.93	5233.93	5122.31	5145.46	2745601.00	5040417792	5236.442	5201.691	5234.939	5272.438	5401.646	5516.303
2014/01/29	5166.09	5190.66	5065.66	5085.13	3152501.00	5349850624	5199.856	5186.697	5216.727	5261.759	5394.999	5513.212
2014/01/30	5076.21	5076.36	4961.25	4978.22	2329717.00	4273722624	5142.59	5158.811	5195.359	5247.727	5387.275	5508.335
2014/02/07	4953.95	5045.59	4935.79	5044.82	2117203.00	3659222528	5095.616	5150.949	5180.105	5237.626	5381.739	5503.844
2014/02/10	5065.50	5174.01	5061.00	5169.08	3797111.00	6195379200	5084.542	5157.518	5179.18	5232.506	5379.202	5500.293
2014/02/11	5163.06	5229.61	5151.26	5205.43	3834482.00	6691654656	5096.536	5166.489	5178.973	5229.267	5375.907	5497.202
2014/02/12	5211.23	5224.63	5165.50	5223.65	4107215.00	5883264000	5124.24	5162.048	5178.099	5226.402	5371.224	5494.251
2014/02/13	5217.54	5252.88	5188.16	5191.76	4086800.00	6730652160	5166.948	5154.769	5178.557	5220.954	5367.515	5490.251
2014/02/14	5186.68	5311.13	5186.68	5309.01	3755209.00	7058317312	5219.786	5157.701	5184.149	5221.375	5364.651	5487.422
2014/02/17	5340.98	5388.10	5320.75	5387.75	4578267.00	9444186112	5263.52	5174.031	5193.582	5222.086	5361.648	5485.597
2014/02/18	5377.44	5377.44	5304.16	5325.42	4459651.00	7749214208	5287.518	5192.027	5196.859	5220.635	5355.736	5483.546
2014/02/19	5316.60	5380.03	5306.50	5352.84	3778822.00	6711863808	5313.356	5218.798	5202.748	5217.417	5351.623	5482.468
