Date	Open	High	Low	Close	Volume	Vol2	MA1	MA2	MA3	MA4	MA5	MA6
2014/01/08	1787.00	1798.55	1766.14	1770.13	9602766.00	7955750400	1808.9	1825.349	1858.483	1893.421	1896.772	1913
2014/01/09	1765.49	1771.53	1733.78	1734.21	10125870.00	8290594304	1784.182	1813.714	1847.533	1887.257	1892.802	1911.993
2014/01/10	1731.58	1736.67	1713.20	1719.20	9996965.00	7485231104	1759.238	1803.652	1836.167	1878.884	1888.644	1910.769
2014/01/13	1722.29	1748.49	1715.39	1724.82	10601288.00	7814171136	1746.726	1791.94	1825.289	1870.876	1884.618	1909.818
2014/01/14	1725.50	1742.70	1711.85	1742.41	9792779.00	7455864320	1738.154	1782.285	1817.228	1864.969	1880.505	1909.252
2014/01/15	1742.79	1746.28	1728.99	1737.96	8481265.00	7178189312	1731.72	1770.31	1809.449	1857.601	1876.427	1909.1
2014/01/16	1739.06	1767.82	1733.60	1755.54	10251883.00	8549789696	1735.986	1760.084	1802.456	1850.063	1873.08	1908.866
2014/01/17	1749.30	1749.68	1723.11	1724.25	9291753.00	7875182592	1736.996	1748.117	1794.669	1841.537	1869.55	1907.899
2014/01/20	1721.67	1726.31	1704.87	1710.57	6770269.00	5842117632	1734.146	1740.436	1788.444	1832.699	1866.47	1906.922
2014/01/21	1712.79	1734.96	1712.79	1729.31	7780750.00	6619368448	1731.526	1734.84	1783.323	1824.413	1863.825	1906.202
2014/01/22	1731.44	1771.98	1729.63	1771.91	11530576.00	10086074368	1738.316	1735.018	1780.183	1817.328	1862.377	1905.919
2014/01/23	1770.05	1772.92	1759.82	1762.90	9390311.00	8308431360	1739.788	1737.887	1775.801	1810.984	1860.383	1905.886
2014/01/24	1759.44	1791.58	1757.25	1781.27	11212056.00	9764463616	1751.192	1744.094	1773.873	1805.476	1858.876	1905.839
2014/01/27	1771.69	1777.45	1759.74	1765.89	9861629.00	8773448704	1762.256	1748.201	1770.071	1799.593	1856.996	1905.663
2014/01/28	1768.15	1778.88	1758.92	1768.34	7569674.00	6719730688	1770.062	1750.794	1766.54	1795.083	1855.088	1905.16
2014/01/29	1770.50	1779.49	1768.75	1771.53	7540971.00	6911292928	1769.986	1754.151	1762.23	1791.017	1853.041	1904.683
2014/01/30	1767.73	1768.78	1746.91	1750.59	7096028.00	5973664768	1767.524	1753.656	1756.87	1786.189	1850.85	1903.769
2014/02/07	1741.27	1769.81	1736.61	1769.81	7831664.00	6738080256	1765.232	1758.212	1753.165	1782.517	1849.272	1902.886
2014/02/10	1779.11	1828.12	1779.11	1826.08	15996944.00	14332578816	1777.27	1769.763	1755.099	1782.217	1849.136	1902.523
2014/02/11	1826.64	1837.57	1808.14	1832.57	17078316.00	14567651328	1790.116	1780.089	1757.464	1782.245	1849.049	1902.146
2014/02/12	1831.96	1845.35	1826.66	1845.04	14714423.00	12207867904	1804.818	1787.402	1761.21	1782.59	1848.872	1901.475
2014/02/13	1844.48	1863.12	1835.89	1836.18	19400274.00	15823482880	1821.936	1794.73	1766.308	1782.11	1849.067	1900.182
2014/02/14	1838.61	1857.83	1836.12	1856.64	13918903.00	12043473920	1839.302	1802.267	1773.181	1783.338	1849.357	1899.024
2014/02/17	1872.23	1879.82	1860.08	1875.93	16508042.00	13713730560	1849.272	1813.271	1780.736	1784.471	1849.422	1898.217
2014/02/18	1875.70	1875.73	1847.40	1854.91	17464662.00	15361611776	1853.74	1821.928	1786.361	1785.002	1848.467	1897.339
2014/02/19	1853.98	1871.00	1847.59	1866.47	16274450.00	13468930048	1858.026	1831.422	1792.786	1785.294	1847.743	1896.815
2014/02/20	1866.61	1874.00	1849.37	1850.33	19930590.00	15616622592	1860.856	1841.396	1797.526	1785.045	1846.575	1895.845
2014/02/21	1846.33	1857.69	1821.06	1832.44	14239673.00	11478799360	1856.016	1847.659	1802.936	1784.663	1845.288	1894.929
2014/02/24	1821.67	1821.67	1781.88	1797.33	14943668.00	12405884928	1840.296	1844.784	1807.274	1784.994	1843.383	1893.646
2014/02/25	1799.37	1809.58	1738.19	1748.89	15909259.00	13619229696	1819.092	1836.416	1808.252	1783.782	1840.826	1892.087
2014/02/26	1743.66	1778.50	1734.37	1778.35	15910659.00	13227889664	1801.468	1829.747	1808.574	1784.056	1838.738	1890.899
2014/02/27	1776.28	1783.89	1753.48	1755.26	16651387.00	13685537792	1782.454	1821.655	1808.193	1784.757	1836.007	1889.201
2014/02/28	1752.57	1775.37	1742.87	1774.77	14517275.00	11850986496	1770.92	1813.468	1807.868	1786.61	1832.747	1887.505
2014/03/03	1774.79	1797.91	1771.91	1797.91	15237970.00	12219375616	1771.036	1805.666	1809.469	1789.046	1829.961	1885.839
2014/03/04	1794.60	1800.85	1780.63	1798.65	17994448.00	15074766848	1780.988	1800.04	1810.984	1790.921	1827.945	1884.419
2014/03/05	1797.76	1800.15	1781.03	1783.92	14695844.00	11756564480	1782.102	1791.785	1811.604	1792.453	1825.027	1883.051
2014/03/06	1778.23	1788.02	1763.61	1784.93	12621097.00	10091104256	1788.036	1785.245	1813.321	1793.432	1821.748	1881.529
2014/03/07	1787.41	1802.44	1782.00	1789.05	13181030.00	10931803136	1790.892	1780.906	1814.282	1795.592	1818.565	1879.929
2014/03/10	1770.24	1770.24	1718.99	1721.17	14349507.00	11428781056	1775.544	1773.29	1809.037	1795.946	1814.322	1877.638
2014/03/11	1718.57	1740.22	1715.74	1735.43	11861249.00	9436577792	1762.9	1771.944	1804.18	1796.15	1810.281	1875.657
2014/03/12	1729.92	1749.42	1720.35	1743.25	13230708.00	10217990144	1754.766	1768.434	1799.091	1795.194	1806.261	1873.71
2014/03/13	1745.38	1754.73	1740.11	1750.36	11562855.00	8875451392	1747.852	1767.944	1794.8	1794.776	1802.88	1871.568
2014/03/14	1744.41	1754.46	1733.49	1745.05	10893170.00	8767514624	1739.052	1764.972	1789.22	1793.569	1799.522	1869.188
2014/03/17	1752.85	1770.00	1744.65	1769.94	11883926.00	10012210176	1748.806	1762.175	1783.921	1793.704	1796.649	1866.796
2014/03/18	1767.93	1770.42	1758.88	1763.51	11750555.00	10188344320	1754.422	1758.661	1779.35	1793.543	1794.313	1864.509
2014/03/19	1758.19	1768.56	1743.78	1768.20	15473512.00	11370362880	1759.412	1757.089	1774.437	1793.432	1792.224	1862.352
2014/03/20	1760.96	1774.89	1735.91	1736.23	17597420.00	12173339648	1756.586	1752.219	1768.732	1792.953	1789.571	1860.058
2014/03/21	1729.08	1777.00	1724.90	1775.89	16997068.00	12754251776	1762.754	1750.903	1765.905	1793.156	1787.837	1858.457
2014/03/24	1774.43	1806.14	1774.42	1801.18	20754700.00	14616854528	1769.002	1758.904	1766.097	1792.326	1787.271	1857.008
2014/03/25	1794.92	1810.62	1790.56	1801.96	19567700.00	13161172992	1776.692	1765.557	1768.75	1791.306	1786.775	1855.361
2014/03/26	1803.06	1811.21	1792.84	1806.80	14179840.00	10997376000	1784.412	1771.912	1770.173	1790.031	1786.31	1853.929
2014/03/27	1806.79	1810.99	1783.13	1783.20	15573945.00	12268030976	1793.806	1775.196	1771.57	1788.265	1785.188	1852.386
2014/03/28	1783.47	1799.69	1773.57	1778.00	16700192.00	12613232640	1794.228	1778.491	1771.732	1785.644	1784.491	1851.087
2014/03/31	1780.22	1786.54	1762.70	1771.51	12602930.00	9744619520	1788.294	1778.648	1770.411	1782.163	1783.317	1849.683
2014/04/01	1769.79	1788.65	1767.81	1787.24	9840105.00	7974951936	1785.35	1781.021	1769.841	1779.907	1782.455	1848.316
2014/04/02	1790.29	1811.95	1790.24	1804.95	14232142.00	10800865280	1784.98	1784.696	1770.892	1777.857	1781.576	1846.903
2014/04/03	1809.47	1815.21	1790.13	1797.18	14713828.00	11362939904	1787.776	1790.791	1771.505	1776.085	1780.565	1845.357
2014/04/04	1792.18	1818.53	1788.85	1818.05	12663775.00	11481719808	1795.786	1795.007	1772.955	1775.605	1780.134	1844.047
2014/04/08	1812.32	1845.64	1810.61	1840.80	15847465.00	14273087488	1809.644	1798.969	1778.937	1777.054	1781.024	1842.706
2014/04/09	1841.45	1847.31	1838.08	1847.01	14132650.00	12039106560	1821.598	1803.474	1784.516	1780.325	1782.053	1841.396
2014/04/10	1847.70	1868.01	1839.53	1861.08	20294092.00	16873084928	1832.824	1808.902	1790.407	1783.083	1783.569	1840.171
2014/04/11	1854.94	1861.48	1844.77	1847.31	16438838.00	14251397120	1842.85	1815.313	1795.255	1786.151	1785.454	1839.128
2014/04/14	1843.35	1856.49	1837.44	1856.33	14516768.00	12257472512	1850.506	1823.146	1800.818	1788.87	1787.74	1838.192
2014/04/15	1852.39	1852.39	1828.61	1831.27	14771994.00	12416510976	1848.6	1829.122	1803.885	1789.982	1789.514	1837.066
2014/04/16	1824.38	1832.50	1817.24	1827.21	12349003.00	10865068032	1844.64	1833.119	1807.07	1790.934	1790.927	1835.716
2014/04/17	1829.94	1832.91	1821.21	1822.01	10237456.00	8722099200	1836.826	1834.825	1809.76	1792.203	1792.328	1834.378
2014/04/18	1818.86	1825.40	1811.35	1824.30	9345398.00	7790352896	1832.224	1837.537	1814.164	1793.516	1793.474	1833.277
2014/04/21	1813.43	1825.13	1793.45	1794.28	11391050.00	9684976640	1819.814	1835.16	1815.083	1793.69	1794.641	1832.095
2014/04/22	1790.89	1796.75	1764.83	1786.04	11657586.00	9830211584	1810.768	1829.684	1814.327	1795.852	1795.899	1831.185
2014/04/23	1783.04	1793.87	1777.24	1784.49	8878873.00	7335141888	1802.224	1823.432	1813.453	1797.488	1796.819	1830.322
2014/04/24	1783.68	1790.87	1771.80	1772.20	9158379.00	7345188864	1792.262	1814.544	1811.723	1798.453	1796.823	1829.6
2014/04/25	1775.02	1778.75	1745.75	1746.39	10967738.00	8612207616	1776.68	1804.452	1809.883	1798.32	1796.548	1828.466
2014/04/28	1744.94	1746.01	1705.30	1707.02	11326640.00	8703097856	1759.228	1789.521	1806.333	1797.053	1795.311	1827.094
2014/04/29	1705.97	1729.96	1704.79	1729.52	9178484.00	7177789440	1747.924	1779.346	1804.234	1795.705	1794.705	1825.85
2014/04/30	1727.05	1729.52	1720.74	1727.25	8197604.00	6468333568	1736.476	1769.35	1801.234	1794.497	1794.02	1824.554
2014/05/05	1723.24	1739.87	1718.33	1739.43	9081313.00	7051173376	1729.922	1761.092	1797.958	1793.538	1793.485	1823.263
2014/05/06	1739.93	1755.35	1737.24	1745.79	12638246.00	8756002816	1729.802	1753.241	1795.389	1793.856	1793.405	1822.128
2014/05/07	1738.81	1738.81	1721.99	1722.64	10237101.00	7485781504	1732.926	1746.077	1790.619	1792.081	1792.619	1820.945
2014/05/08	1716.39	1742.61	1714.04	1721.86	10029889.00	7560327680	1731.394	1739.659	1784.672	1789.437	1790.882	1820.009
2014/05/09	1723.55	1740.71	1718.11	1729.52	12707228.00	9551040512	1731.848	1734.162	1778.797	1787.023	1789.164	1819.107
2014/05/12	1741.28	1801.66	1739.14	1800.22	26060372.00	19454797824	1744.006	1736.964	1775.754	1786.803	1788.417	1818.645
2014/05/13	1800.97	1805.24	1776.31	1784.30	21855234.00	16443560960	1751.708	1740.755	1772.604	1786.84	1787.552	1818.31
2014/05/14	1780.65	1790.14	1776.82	1779.88	14252833.00	10264553472	1763.156	1748.041	1768.781	1786.903	1786.273	1817.815
2014/05/15	1772.16	1773.97	1744.36	1745.05	12551073.00	9426253824	1767.794	1749.594	1764.47	1786.021	1784.092	1816.757
2014/05/16	1740.79	1748.49	1729.89	1745.28	10116182.00	7650002944	1770.946	1751.397	1760.374	1784.622	1782.265	1815.366
2014/05/19	1740.98	1742.34	1726.47	1737.84	9323135.00	6669991424	1758.47	1751.238	1756.165	1782.385	1780.121	1813.932
2014/05/20	1747.23	1753.89	1731.79	1733.91	9655714.00	7173329408	1748.392	1750.05	1751.646	1780.276	1778.181	1812.378
2014/05/21	1727.67	1747.04	1716.33	1745.92	8889568.00	6412182528	1741.6	1752.378	1749.228	1777.872	1776.739	1811.013
2014/05/22	1744.88	1759.49	1733.07	1733.61	10558299.00	7589719552	1739.312	1753.553	1746.606	1774.299	1775.677	1809.53
2014/05/23	1732.95	1744.27	1731.49	1744.09	7592623.00	5586836992	1739.074	1755.01	1744.586	1770.868	1775.597	1808.211
2014/05/26	1751.71	1755.64	1747.51	1755.43	9493174.00	7021706752	1742.592	1750.531	1743.748	1767.346	1775.214	1806.976
2014/05/27	1754.87	1756.40	1747.12	1747.46	10236781.00	7240520704	1745.302	1746.847	1743.801	1764.018	1775.084	1805.546
2014/05/28	1745.34	1756.78	1735.91	1754.90	10864837.00	8076431872	1747.098	1744.349	1746.195	1760.637	1774.753	1803.75
2014/05/29	1755.63	1757.41	1737.66	1738.10	10435771.00	7541747200	1747.996	1743.654	1746.624	1757.531	1773.756	1801.859
2014/05/30	1737.96	1754.19	1737.35	1745.27	11623304.00	8337624576	1748.232	1743.653	1747.525	1754.8	1772.867	1800.406
2014/06/03	1745.31	1757.09	1743.89	1744.57	11188479.00	8298064896	1746.06	1744.326	1747.782	1752.219	1772.211	1798.619
2014/06/04	1743.84	1743.84	1715.15	1723.50	10376780.00	7707320320	1741.268	1743.285	1746.667	1748.859	1771.187	1796.467
2014/06/05	1722.47	1739.30	1721.09	1738.96	8892106.00	7002420736	1738.08	1742.589	1747.484	1747.015	1770.352	1794.458
2014/06/06	1739.50	1739.62	1721.61	1728.50	8288487.00	6415431168	1736.16	1742.078	1747.816	1745.097	1770.474	1792.398
2014/06/09	1725.25	1737.87	1721.46	1723.69	7616856.00	6368628224	1731.844	1740.038	1747.524	1743.07	1770.279	1790.28
2014/06/10	1725.41	1739.02	1718.33	1738.96	9509165.00	7262393856	1730.722	1738.391	1744.461	1741.962	1770.207	1788.234
2014/06/11	1736.23	1743.12	1733.44	1741.69	10403182.00	7791228416	1734.36	1737.814	1742.33	1741.805	1770.063	1786.472
2014/06/12	1737.59	1745.05	1730.08	1737.48	11410227.00	8607455232	1734.064	1736.072	1740.21	1742.821	1769.937	1784.73
2014/06/13	1736.99	1757.32	1735.70	1751.48	13053795.00	9948288000	1738.66	1737.41	1740.532	1743.553	1769.629	1783.139
2014/06/16	1752.56	1760.26	1747.66	1759.11	11621510.00	10031239168	1745.744	1738.794	1741.224	1744.615	1769.556	1781.934
2014/06/17	1758.49	1759.09	1744.30	1745.65	11156245.00	9834413056	1747.082	1738.902	1741.614	1744.822	1769.18	1780.702
2014/06/18	1743.46	1752.24	1731.86	1746.15	14394962.00	12129035264	1747.974	1741.167	1742.226	1744.834	1769.345	1779.458
2014/06/19	1742.57	1744.73	1697.66	1703.34	15674695.00	13008466944	1741.146	1737.605	1740.097	1744.191	1768.136	1777.986
2014/06/20	1705.69	1718.74	1705.23	1716.26	10264799.00	8475607552	1734.102	1736.381	1739.229	1744.004	1766.721	1776.996
2014/06/23	1717.54	1738.49	1715.96	1733.48	12890198.00	10703895552	1728.976	1737.36	1738.699	1744.136	1765.579	1776.177
2014/06/24	1730.98	1751.71	1726.23	1747.95	14365238.00	13664915456	1729.436	1738.259	1738.325	1742.394	1764.599	1775.454
2014/06/25	1741.57	1741.57	1727.62	1731.50	10949604.00	10226994176	1726.506	1737.24	1737.527	1740.634	1763.737	1774.462
2014/06/26	1732.31	1750.73	1731.90	1747.36	12810855.00	11653744640	1735.31	1738.228	1737.15	1739.55	1763.226	1773.858
2014/06/27	1746.05	1764.37	1741.68	1754.60	16613149.00	13196043264	1742.978	1738.54	1737.975	1739.868	1762.944	1773.131
2014/06/30	1753.85	1769.02	1753.45	1767.59	14071980.00	11566135296	1749.8	1739.388	1739.091	1740.612	1762.617	1772.536
2014/07/01	1770.74	1789.54	1765.41	1776.56	16218799.00	13652510720	1755.522	1742.479	1740.69	1741.902	1762.144	1771.86
2014/07/02	1772.03	1777.68	1762.24	1777.67	15848358.00	12719874048	1764.756	1745.631	1743.399	1743.361	1761.818	1771.192
2014/07/03	1788.67	1803.63	1786.58	1799.33	20371194.00	16766484480	1775.15	1755.23	1746.417	1745.141	1761.506	1770.82
2014/07/04	1796.64	1798.64	1786.13	1788.98	15138873.00	12227122176	1782.026	1762.502	1749.442	1746.987	1760.643	1770.834
2014/07/07	1787.35	1791.99	1778.60	1785.17	13037939.00	11089525760	1785.542	1767.671	1752.516	1748.356	1759.612	1770.833
2014/07/08	1785.31	1792.96	1771.72	1790.84	13203255.00	11103526912	1788.398	1771.96	1755.109	1749.537	1758.442	1771.005
2014/07/09	1787.90	1797.95	1767.84	1768.05	16060268.00	14401767424	1786.474	1775.615	1756.427	1750.223	1757.12	1771.287
2014/07/10	1765.30	1783.45	1761.22	1772.51	13391417.00	12457152512	1781.11	1778.13	1758.179	1750.81	1755.724	1771.732
2014/07/11	1771.47	1799.46	1770.78	1791.85	17476548.00	14559416320	1781.684	1781.855	1760.198	1752.602	1755.067	1772.29
2014/07/14	1795.13	1820.37	1793.17	1820.04	18607984.00	16735920128	1788.658	1787.1	1763.244	1755.094	1754.947	1772.937
2014/07/15	1815.98	1824.18	1807.27	1820.91	20156410.00	15489259520	1794.672	1791.535	1767.007	1757.639	1754.929	1773.628
2014/07/16	1818.85	1832.82	1813.08	1818.14	21026112.00	15608548352	1804.69	1795.582	1770.606	1760.793	1754.826	1774.15
2014/07/17	1818.25	1820.38	1804.53	1814.97	17718794.00	13661401088	1813.182	1797.146	1776.188	1763.327	1755.171	1774.906
2014/07/18	1811.60	1831.62	1808.66	1817.08	17355806.00	13161153536	1818.228	1799.956	1781.229	1766.28	1755.688	1775.794
2014/07/21	1813.88	1815.67	1802.60	1806.60	13692723.00	10344526848	1815.54	1802.099	1784.885	1769.043	1756.057	1776.438
2014/07/22	1806.93	1848.52	1806.68	1841.29	22999500.00	18043521024	1819.616	1807.144	1789.552	1772.454	1757.208	1777.016
2014/07/23	1841.89	1864.03	1839.69	1849.80	24727312.00	19143809024	1825.948	1815.319	1795.467	1776.058	1758.932	1777.74
2014/07/24	1846.14	1874.04	1841.98	1870.54	26153212.00	21611225088	1837.062	1825.122	1801.626	1780.493	1761.657	1778.484
2014/07/25	1874.31	1913.58	1874.31	1907.98	32092108.00	27048198144	1855.242	1836.735	1809.295	1785.71	1764.631	1779.668
2014/07/28	1914.10	1960.02	1914.10	1949.37	39743952.00	34179440640	1883.796	1849.668	1818.384	1792.052	1768.333	1781.177
2014/07/29	1950.11	1966.85	1938.70	1952.69	32478952.00	27817568256	1906.076	1862.846	1827.191	1798.953	1771.888	1782.686
2014/07/30	1939.29	1954.64	1936.53	1945.28	26608308.00	23030241280	1925.172	1875.56	1835.571	1805.591	1775.213	1784.309
2014/07/31	1945.07	1979.49	1943.90	1979.48	31219956.00	26568347648	1946.96	1892.011	1844.578	1814.796	1779.493	1786.056
2014/08/01	1968.13	1981.32	1946.88	1948.75	33256880.00	26179670016	1955.114	1905.178	1852.567	1822.545	1783.275	1787.078
2014/08/04	1952.10	2002.05	1949.26	2002.05	29855612.00	26261248000	1965.65	1924.723	1863.411	1831.498	1787.817	1788.49
2014/08/05	2011.70	2022.37	1993.20	2011.75	30978896.00	28135712768	1977.462	1941.769	1874.457	1840.291	1791.342	1789.88
2014/08/06	2003.64	2047.18	1992.39	2040.74	38568428.00	30557249536	1996.554	1960.863	1888.091	1850.599	1795.616	1791.584
2014/08/07	2046.66	2053.36	2019.01	2020.34	40371904.00	29675730944	2004.726	1975.843	1900.483	1859.698	1799.624	1792.949
2014/08/08	2017.87	2035.19	2014.78	2028.07	30857976.00	23905460224	2020.59	1987.852	1912.293	1868.814	1804.341	1794.216
